PI,[M-H]-,[M-Inositol]-,[M-T1RCH=C=O]-,[M-T2RCH=C=O]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[M-T1RCH=C=O-Inositol]-,[M-T2RCH=C=O-Inositol]-,[M-T1RCOOH-Inositol]-,[M-T2RCOOH-Inositol]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-,[PI]-,[PI-H2O]-,[PI-2H2O]-,[Glycerophosphoinositol-H2O]-,[Glycerophosphoinositol-2H2O]-
PI(20:3_22:4),935.56562,773.51278,647.32025,621.30465,629.30969,603.29409,485.26741,459.25181,467.25685,441.24125,305.24865,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_22:5),933.55002,771.49718,645.30465,621.30465,627.29409,603.29409,483.25181,459.25181,465.24125,441.24125,305.24865,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_22:6),931.53432,769.48148,643.28895,621.30465,625.27839,603.29409,481.23611,459.25181,463.22555,441.24125,305.24865,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_23:0),957.64392,795.59108,669.39855,621.30465,651.38799,603.29409,507.34571,459.25181,489.33515,441.24125,305.24865,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_24:0),971.65952,809.60668,683.41415,621.30465,665.40359,603.29409,521.36131,459.25181,503.35075,441.24125,305.24865,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_24:1),969.64392,807.59108,681.39855,621.30465,663.38799,603.29409,519.34571,459.25181,501.33515,441.24125,305.24865,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_25:0),985.67522,823.62238,697.42985,621.30465,679.41929,603.29409,535.37701,459.25181,517.36645,441.24125,305.24865,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_26:0),999.69082,837.63798,711.44545,621.30465,693.43489,603.29409,549.39261,459.25181,531.38205,441.24125,305.24865,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_20:4),905.51862,743.46578,619.28895,619.28895,601.27839,601.27839,457.23611,457.23611,439.22555,439.22555,303.23295,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_20:5),903.50302,741.45018,617.27335,619.28895,599.26279,601.27839,455.22051,457.23611,437.20995,439.22555,303.23295,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_21:0),927.59692,765.54408,641.36725,619.28895,623.35669,601.27839,479.31441,457.23611,461.30385,439.22555,303.23295,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_22:0),941.61252,779.55968,655.38285,619.28895,637.37229,601.27839,493.33001,457.23611,475.31945,439.22555,303.23295,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_22:1),939.59692,777.54408,653.36725,619.28895,635.35669,601.27839,491.31441,457.23611,473.30385,439.22555,303.23295,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_22:2),937.58122,775.52838,651.35155,619.28895,633.34099,601.27839,489.29871,457.23611,471.28815,439.22555,303.23295,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_22:3),935.56562,773.51278,649.33595,619.28895,631.32539,601.27839,487.28311,457.23611,469.27255,439.22555,303.23295,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_22:4),933.54992,771.49708,647.32025,619.28895,629.30969,601.27839,485.26741,457.23611,467.25685,439.22555,303.23295,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_22:5),931.53432,769.48148,645.30465,619.28895,627.29409,601.27839,483.25181,457.23611,465.24125,439.22555,303.23295,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_22:6),929.51862,767.46578,643.28895,619.28895,625.27839,601.27839,481.23611,457.23611,463.22555,439.22555,303.23295,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_23:0),955.62822,793.57538,669.39855,619.28895,651.38799,601.27839,507.34571,457.23611,489.33515,439.22555,303.23295,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_24:0),969.64382,807.59098,683.41415,619.28895,665.40359,601.27839,521.36131,457.23611,503.35075,439.22555,303.23295,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_24:1),967.62822,805.57538,681.39855,619.28895,663.38799,601.27839,519.34571,457.23611,501.33515,439.22555,303.23295,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_25:0),983.65952,821.60668,697.42985,619.28895,679.41929,601.27839,535.37701,457.23611,517.36645,439.22555,303.23295,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:4_26:0),997.67512,835.62228,711.44545,619.28895,693.43489,601.27839,549.39261,457.23611,531.38205,439.22555,303.23295,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_20:5),901.48742,739.43458,617.27335,617.27335,599.26279,599.26279,455.22051,455.22051,437.20995,437.20995,301.21735,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_21:0),925.58132,763.52848,641.36725,617.27335,623.35669,599.26279,479.31441,455.22051,461.30385,437.20995,301.21735,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_22:0),939.59692,777.54408,655.38285,617.27335,637.37229,599.26279,493.33001,455.22051,475.31945,437.20995,301.21735,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_22:1),937.58132,775.52848,653.36725,617.27335,635.35669,599.26279,491.31441,455.22051,473.30385,437.20995,301.21735,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_22:2),935.56562,773.51278,651.35155,617.27335,633.34099,599.26279,489.29871,455.22051,471.28815,437.20995,301.21735,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_22:3),933.55002,771.49718,649.33595,617.27335,631.32539,599.26279,487.28311,455.22051,469.27255,437.20995,301.21735,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_22:4),931.53432,769.48148,647.32025,617.27335,629.30969,599.26279,485.26741,455.22051,467.25685,437.20995,301.21735,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_22:5),929.51872,767.46588,645.30465,617.27335,627.29409,599.26279,483.25181,455.22051,465.24125,437.20995,301.21735,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_22:6),927.50302,765.45018,643.28895,617.27335,625.27839,599.26279,481.23611,455.22051,463.22555,437.20995,301.21735,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_23:0),953.61262,791.55978,669.39855,617.27335,651.38799,599.26279,507.34571,455.22051,489.33515,437.20995,301.21735,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_24:0),967.62822,805.57538,683.41415,617.27335,665.40359,599.26279,521.36131,455.22051,503.35075,437.20995,301.21735,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_24:1),965.61262,803.55978,681.39855,617.27335,663.38799,599.26279,519.34571,455.22051,501.33515,437.20995,301.21735,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_25:0),981.64392,819.59108,697.42985,617.27335,679.41929,599.26279,535.37701,455.22051,517.36645,437.20995,301.21735,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:5_26:0),995.65952,833.60668,711.44545,617.27335,693.43489,599.26279,549.39261,455.22051,531.38205,437.20995,301.21735,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_21:0),949.67522,787.62238,641.36725,641.36725,623.35669,623.35669,479.31441,479.31441,461.30385,461.30385,325.31125,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_22:0),963.69082,801.63798,655.38285,641.36725,637.37229,623.35669,493.33001,479.31441,475.31945,461.30385,325.31125,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_22:1),961.67522,799.62238,653.36725,641.36725,635.35669,623.35669,491.31441,479.31441,473.30385,461.30385,325.31125,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_22:2),959.65952,797.60668,651.35155,641.36725,633.34099,623.35669,489.29871,479.31441,471.28815,461.30385,325.31125,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_22:3),957.64392,795.59108,649.33595,641.36725,631.32539,623.35669,487.28311,479.31441,469.27255,461.30385,325.31125,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_22:4),955.62822,793.57538,647.32025,641.36725,629.30969,623.35669,485.26741,479.31441,467.25685,461.30385,325.31125,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_22:5),953.61262,791.55978,645.30465,641.36725,627.29409,623.35669,483.25181,479.31441,465.24125,461.30385,325.31125,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_22:6),951.59692,789.54408,643.28895,641.36725,625.27839,623.35669,481.23611,479.31441,463.22555,461.30385,325.31125,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_23:0),977.70652,815.65368,669.39855,641.36725,651.38799,623.35669,507.34571,479.31441,489.33515,461.30385,325.31125,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_24:0),991.72212,829.66928,683.41415,641.36725,665.40359,623.35669,521.36131,479.31441,503.35075,461.30385,325.31125,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_24:1),989.70652,827.65368,681.39855,641.36725,663.38799,623.35669,519.34571,479.31441,501.33515,461.30385,325.31125,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_25:0),1005.73782,843.68498,697.42985,641.36725,679.41929,623.35669,535.37701,479.31441,517.36645,461.30385,325.31125,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(21:0_26:0),1019.75342,857.70058,711.44545,641.36725,693.43489,623.35669,549.39261,479.31441,531.38205,461.30385,325.31125,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_22:0),977.70642,815.65358,655.38285,655.38285,637.37229,637.37229,493.33001,493.33001,475.31945,475.31945,339.32685,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_22:1),975.69082,813.63798,653.36725,655.38285,635.35669,637.37229,491.31441,493.33001,473.30385,475.31945,339.32685,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_22:2),973.67512,811.62228,651.35155,655.38285,633.34099,637.37229,489.29871,493.33001,471.28815,475.31945,339.32685,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_22:3),971.65952,809.60668,649.33595,655.38285,631.32539,637.37229,487.28311,493.33001,469.27255,475.31945,339.32685,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_22:4),969.64382,807.59098,647.32025,655.38285,629.30969,637.37229,485.26741,493.33001,467.25685,475.31945,339.32685,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_22:5),967.62822,805.57538,645.30465,655.38285,627.29409,637.37229,483.25181,493.33001,465.24125,475.31945,339.32685,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_22:6),965.61252,803.55968,643.28895,655.38285,625.27839,637.37229,481.23611,493.33001,463.22555,475.31945,339.32685,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_23:0),991.72212,829.66928,669.39855,655.38285,651.38799,637.37229,507.34571,493.33001,489.33515,475.31945,339.32685,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_24:0),1005.73772,843.68488,683.41415,655.38285,665.40359,637.37229,521.36131,493.33001,503.35075,475.31945,339.32685,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_24:1),1003.72212,841.66928,681.39855,655.38285,663.38799,637.37229,519.34571,493.33001,501.33515,475.31945,339.32685,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_25:0),1019.75342,857.70058,697.42985,655.38285,679.41929,637.37229,535.37701,493.33001,517.36645,475.31945,339.32685,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:0_26:0),1033.76902,871.71618,711.44545,655.38285,693.43489,637.37229,549.39261,493.33001,531.38205,475.31945,339.32685,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_22:1),973.67522,811.62238,653.36725,653.36725,635.35669,635.35669,491.31441,491.31441,473.30385,473.30385,337.31125,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_22:2),971.65952,809.60668,651.35155,653.36725,633.34099,635.35669,489.29871,491.31441,471.28815,473.30385,337.31125,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_22:3),969.64392,807.59108,649.33595,653.36725,631.32539,635.35669,487.28311,491.31441,469.27255,473.30385,337.31125,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_22:4),967.62822,805.57538,647.32025,653.36725,629.30969,635.35669,485.26741,491.31441,467.25685,473.30385,337.31125,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_22:5),965.61262,803.55978,645.30465,653.36725,627.29409,635.35669,483.25181,491.31441,465.24125,473.30385,337.31125,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_22:6),963.59692,801.54408,643.28895,653.36725,625.27839,635.35669,481.23611,491.31441,463.22555,473.30385,337.31125,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_23:0),989.70652,827.65368,669.39855,653.36725,651.38799,635.35669,507.34571,491.31441,489.33515,473.30385,337.31125,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_24:0),1003.72212,841.66928,683.41415,653.36725,665.40359,635.35669,521.36131,491.31441,503.35075,473.30385,337.31125,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_24:1),1001.70652,839.65368,681.39855,653.36725,663.38799,635.35669,519.34571,491.31441,501.33515,473.30385,337.31125,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_25:0),1017.73782,855.68498,697.42985,653.36725,679.41929,635.35669,535.37701,491.31441,517.36645,473.30385,337.31125,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:1_26:0),1031.75342,869.70058,711.44545,653.36725,693.43489,635.35669,549.39261,491.31441,531.38205,473.30385,337.31125,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_22:2),969.64382,807.59098,651.35155,651.35155,633.34099,633.34099,489.29871,489.29871,471.28815,471.28815,335.29555,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_22:3),967.62822,805.57538,649.33595,651.35155,631.32539,633.34099,487.28311,489.29871,469.27255,471.28815,335.29555,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_22:4),965.61252,803.55968,647.32025,651.35155,629.30969,633.34099,485.26741,489.29871,467.25685,471.28815,335.29555,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_22:5),963.59692,801.54408,645.30465,651.35155,627.29409,633.34099,483.25181,489.29871,465.24125,471.28815,335.29555,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_22:6),961.58122,799.52838,643.28895,651.35155,625.27839,633.34099,481.23611,489.29871,463.22555,471.28815,335.29555,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_23:0),987.69082,825.63798,669.39855,651.35155,651.38799,633.34099,507.34571,489.29871,489.33515,471.28815,335.29555,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_24:0),1001.70642,839.65358,683.41415,651.35155,665.40359,633.34099,521.36131,489.29871,503.35075,471.28815,335.29555,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_24:1),999.69082,837.63798,681.39855,651.35155,663.38799,633.34099,519.34571,489.29871,501.33515,471.28815,335.29555,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_25:0),1015.72212,853.66928,697.42985,651.35155,679.41929,633.34099,535.37701,489.29871,517.36645,471.28815,335.29555,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:2_26:0),1029.73772,867.68488,711.44545,651.35155,693.43489,633.34099,549.39261,489.29871,531.38205,471.28815,335.29555,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_22:3),965.61262,803.55978,649.33595,649.33595,631.32539,631.32539,487.28311,487.28311,469.27255,469.27255,333.27995,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_22:4),963.59692,801.54408,647.32025,649.33595,629.30969,631.32539,485.26741,487.28311,467.25685,469.27255,333.27995,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_22:5),961.58132,799.52848,645.30465,649.33595,627.29409,631.32539,483.25181,487.28311,465.24125,469.27255,333.27995,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_22:6),959.56562,797.51278,643.28895,649.33595,625.27839,631.32539,481.23611,487.28311,463.22555,469.27255,333.27995,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_23:0),985.67522,823.62238,669.39855,649.33595,651.38799,631.32539,507.34571,487.28311,489.33515,469.27255,333.27995,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_24:0),999.69082,837.63798,683.41415,649.33595,665.40359,631.32539,521.36131,487.28311,503.35075,469.27255,333.27995,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_24:1),997.67522,835.62238,681.39855,649.33595,663.38799,631.32539,519.34571,487.28311,501.33515,469.27255,333.27995,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_25:0),1013.70652,851.65368,697.42985,649.33595,679.41929,631.32539,535.37701,487.28311,517.36645,469.27255,333.27995,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:3_26:0),1027.72212,865.66928,711.44545,649.33595,693.43489,631.32539,549.39261,487.28311,531.38205,469.27255,333.27995,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_22:4),961.58122,799.52838,647.32025,647.32025,629.30969,629.30969,485.26741,485.26741,467.25685,467.25685,331.26425,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_22:5),959.56562,797.51278,645.30465,647.32025,627.29409,629.30969,483.25181,485.26741,465.24125,467.25685,331.26425,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_22:6),957.54992,795.49708,643.28895,647.32025,625.27839,629.30969,481.23611,485.26741,463.22555,467.25685,331.26425,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_23:0),983.65952,821.60668,669.39855,647.32025,651.38799,629.30969,507.34571,485.26741,489.33515,467.25685,331.26425,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_24:0),997.67512,835.62228,683.41415,647.32025,665.40359,629.30969,521.36131,485.26741,503.35075,467.25685,331.26425,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_24:1),995.65952,833.60668,681.39855,647.32025,663.38799,629.30969,519.34571,485.26741,501.33515,467.25685,331.26425,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_25:0),1011.69082,849.63798,697.42985,647.32025,679.41929,629.30969,535.37701,485.26741,517.36645,467.25685,331.26425,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:4_26:0),1025.70642,863.65358,711.44545,647.32025,693.43489,629.30969,549.39261,485.26741,531.38205,467.25685,331.26425,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:5_22:5),957.55002,795.49718,645.30465,645.30465,627.29409,627.29409,483.25181,483.25181,465.24125,465.24125,329.24865,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:5_22:6),955.53432,793.48148,643.28895,645.30465,625.27839,627.29409,481.23611,483.25181,463.22555,465.24125,329.24865,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:5_23:0),981.64392,819.59108,669.39855,645.30465,651.38799,627.29409,507.34571,483.25181,489.33515,465.24125,329.24865,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:5_24:0),995.65952,833.60668,683.41415,645.30465,665.40359,627.29409,521.36131,483.25181,503.35075,465.24125,329.24865,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:5_24:1),993.64392,831.59108,681.39855,645.30465,663.38799,627.29409,519.34571,483.25181,501.33515,465.24125,329.24865,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:5_25:0),1009.67522,847.62238,697.42985,645.30465,679.41929,627.29409,535.37701,483.25181,517.36645,465.24125,329.24865,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:5_26:0),1023.69082,861.63798,711.44545,645.30465,693.43489,627.29409,549.39261,483.25181,531.38205,465.24125,329.24865,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:6_22:6),953.51862,791.46578,643.28895,643.28895,625.27839,625.27839,481.23611,481.23611,463.22555,463.22555,327.23295,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:6_23:0),979.62822,817.57538,669.39855,643.28895,651.38799,625.27839,507.34571,481.23611,489.33515,463.22555,327.23295,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:6_24:0),993.64382,831.59098,683.41415,643.28895,665.40359,625.27839,521.36131,481.23611,503.35075,463.22555,327.23295,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:6_24:1),991.62822,829.57538,681.39855,643.28895,663.38799,625.27839,519.34571,481.23611,501.33515,463.22555,327.23295,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:6_25:0),1007.65952,845.60668,697.42985,643.28895,679.41929,625.27839,535.37701,481.23611,517.36645,463.22555,327.23295,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(22:6_26:0),1021.67512,859.62228,711.44545,643.28895,693.43489,625.27839,549.39261,481.23611,531.38205,463.22555,327.23295,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(23:0_23:0),1005.73782,843.68498,669.39855,669.39855,651.38799,651.38799,507.34571,507.34571,489.33515,489.33515,353.34255,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(23:0_24:0),1019.75342,857.70058,683.41415,669.39855,665.40359,651.38799,521.36131,507.34571,503.35075,489.33515,353.34255,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(23:0_24:1),1017.73782,855.68498,681.39855,669.39855,663.38799,651.38799,519.34571,507.34571,501.33515,489.33515,353.34255,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(23:0_25:0),1033.76912,871.71628,697.42985,669.39855,679.41929,651.38799,535.37701,507.34571,517.36645,489.33515,353.34255,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(23:0_26:0),1047.78472,885.73188,711.44545,669.39855,693.43489,651.38799,549.39261,507.34571,531.38205,489.33515,353.34255,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(24:0_24:0),1033.76902,871.71618,683.41415,683.41415,665.40359,665.40359,521.36131,521.36131,503.35075,503.35075,367.35815,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(24:0_24:1),1031.75342,869.70058,681.39855,683.41415,663.38799,665.40359,519.34571,521.36131,501.33515,503.35075,367.35815,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(24:0_25:0),1047.78472,885.73188,697.42985,683.41415,679.41929,665.40359,535.37701,521.36131,517.36645,503.35075,367.35815,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(24:0_26:0),1061.80032,899.74748,711.44545,683.41415,693.43489,665.40359,549.39261,521.36131,531.38205,503.35075,367.35815,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(24:1_24:1),1029.73782,867.68498,681.39855,681.39855,663.38799,663.38799,519.34571,519.34571,501.33515,501.33515,365.34255,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
