"TG","[M+NH4]+","[M+H-R1-H2O]+","[M+H-R2-H2O]+","[M+H-R3-H2O]+","[R1CO]+","[R2CO]+","[R3CO]+","[R1CO+74]+","[R2CO+74]+","[R3CO+74]+","[R1CO+74-H2O]+","[R2CO+74-H2O]+","[R3CO+74-H2O]+"
"TG(51:5) TG(14:0_15:0_22:5)",856.7389504,611.5034764,597.4877764,509.4564764,211.2056364,225.2213364,313.2526364,285.2424364,299.2581364,387.2894364,267.2318714,281.2475714,369.2788714
"TG(51:5) TG(14:1_15:1_22:3)",856.7389504,613.5190764,599.5034764,505.4251764,209.1900364,223.2056364,317.2839364,283.2268364,297.2424364,391.3207364,265.2162714,279.2318714,373.3101714
"TG(51:5) TG(14:1_15:0_22:4)",856.7389504,613.5190764,597.4877764,507.4408764,209.1900364,225.2213364,315.2682364,283.2268364,299.2581364,389.3050364,265.2162714,281.2475714,371.2944714
"TG(51:5) TG(14:0_17:2_20:3)",856.7389504,611.5034764,573.4877764,533.4564764,211.2056364,249.2213364,289.2526364,285.2424364,323.2581364,363.2894364,267.2318714,305.2475714,345.2788714
"TG(51:5) TG(14:0_17:0_20:5)",856.7389504,611.5034764,569.4564764,537.4877764,211.2056364,253.2526364,285.2213364,285.2424364,327.2894364,359.2581364,267.2318714,309.2788714,341.2475714
"TG(51:5) TG(14:1_17:2_20:2)",856.7389504,613.5190764,573.4877764,531.4408764,209.1900364,249.2213364,291.2682364,283.2268364,323.2581364,365.3050364,265.2162714,305.2475714,347.2944714
"TG(51:5) TG(14:1_17:1_20:3)",856.7389504,613.5190764,571.4721764,533.4564764,209.1900364,251.2369364,289.2526364,283.2268364,325.2737364,363.2894364,265.2162714,307.2631714,345.2788714
"TG(51:5) TG(14:1_17:0_20:4)",856.7389504,613.5190764,569.4564764,535.4721764,209.1900364,253.2526364,287.2369364,283.2268364,327.2894364,361.2737364,265.2162714,309.2788714,343.2631714
"TG(51:5) TG(14:1_18:4_19:0)",856.7389504,613.5190764,563.5034764,541.4251764,209.1900364,259.2056364,281.2839364,283.2268364,333.2424364,355.3207364,265.2162714,315.2318714,337.3101714
"TG(51:5) TG(13:0_16:1_22:4)",856.7389504,625.5190764,585.4877764,507.4408764,197.1900364,237.2213364,315.2682364,271.2268364,311.2581364,389.3050364,253.2162714,293.2475714,371.2944714
"TG(51:5) TG(13:0_16:0_22:5)",856.7389504,625.5190764,583.4721764,509.4564764,197.1900364,239.2369364,313.2526364,271.2268364,313.2737364,387.2894364,253.2162714,295.2631714,369.2788714
"TG(51:5) TG(13:0_18:4_20:1)",856.7389504,625.5190764,563.5034764,529.4251764,197.1900364,259.2056364,293.2839364,271.2268364,333.2424364,367.3207364,253.2162714,315.2318714,349.3101714
"TG(51:5) TG(13:0_18:3_20:2)",856.7389504,625.5190764,561.4877764,531.4408764,197.1900364,261.2213364,291.2682364,271.2268364,335.2581364,365.3050364,253.2162714,317.2475714,347.2944714
"TG(51:5) TG(13:0_18:2_20:3)",856.7389504,625.5190764,559.4721764,533.4564764,197.1900364,263.2369364,289.2526364,271.2268364,337.2737364,363.2894364,253.2162714,319.2631714,345.2788714
"TG(51:5) TG(13:0_18:1_20:4)",856.7389504,625.5190764,557.4564764,535.4721764,197.1900364,265.2526364,287.2369364,271.2268364,339.2894364,361.2737364,253.2162714,321.2788714,343.2631714
"TG(51:5) TG(13:0_18:0_20:5)",856.7389504,625.5190764,555.4408764,537.4877764,197.1900364,267.2682364,285.2213364,271.2268364,341.3050364,359.2581364,253.2162714,323.2944714,341.2475714
"TG(51:5) TG(12:0_17:2_22:3)",856.7389504,639.5347764,573.4877764,505.4251764,183.1743364,249.2213364,317.2839364,257.2111364,323.2581364,391.3207364,239.2005714,305.2475714,373.3101714
"TG(51:5) TG(12:0_17:0_22:5)",856.7389504,639.5347764,569.4564764,509.4564764,183.1743364,253.2526364,313.2526364,257.2111364,327.2894364,387.2894364,239.2005714,309.2788714,369.2788714
"TG(51:5) TG(12:0_19:0_20:5)",856.7389504,639.5347764,541.4251764,537.4877764,183.1743364,281.2839364,285.2213364,257.2111364,355.3207364,359.2581364,239.2005714,337.3101714,341.2475714
"TG(51:5) TG(10:0_19:0_22:5)",856.7389504,667.5660764,541.4251764,509.4564764,155.1430364,281.2839364,313.2526364,229.1798364,355.3207364,387.2894364,211.1692714,337.3101714,369.2788714
"TG(51:5) TG(10:0_20:5_21:0)",856.7389504,667.5660764,537.4877764,513.3938764,155.1430364,285.2213364,309.3152364,229.1798364,359.2581364,383.3520364,211.1692714,341.2475714,365.3414714
"TG(51:5) TG(20:5_23:0_8:0)",856.7389504,537.4877764,485.3625764,695.5973764,285.2213364,337.3465364,127.1117364,359.2581364,411.3833364,201.1485364,341.2475714,393.3727714,183.1379714
"TG(51:5) TG(21:0_22:5_8:0)",856.7389504,513.3938764,509.4564764,695.5973764,309.3152364,313.2526364,127.1117364,383.3520364,387.2894364,201.1485364,365.3414714,369.2788714,183.1379714
"TG(52:11) TG(10:0_20:5_22:6)",858.6606504,669.4877764,539.4094764,513.3938764,155.1430364,285.2213364,311.2369364,229.1798364,359.2581364,385.2737364,211.1692714,341.2475714,367.2631714
"TG(52:11) TG(22:5_22:6_8:0)",858.6606504,511.3781764,513.3938764,697.5190764,313.2526364,311.2369364,127.1117364,387.2894364,385.2737364,201.1485364,369.2788714,367.2631714,183.1379714
"TG(51:4) TG(17:1_17:1_17:2)",858.7545504,573.4877764,573.4877764,575.5033764,251.2369364,251.2369364,249.2213364,325.2737364,325.2737364,323.2581364,307.2631714,307.2631714,305.2475714
"TG(51:4) TG(16:0_17:2_18:2)",858.7545504,585.4877764,575.5033764,561.4877764,239.2369364,249.2213364,263.2369364,313.2737364,323.2581364,337.2737364,295.2631714,305.2475714,319.2631714
"TG(51:4) TG(16:0_17:1_18:3)",858.7545504,585.4877764,573.4877764,563.5033764,239.2369364,251.2369364,261.2213364,313.2737364,325.2737364,335.2581364,295.2631714,307.2631714,317.2475714
"TG(51:4) TG(16:0_17:0_18:4)",858.7545504,585.4877764,571.4720764,565.5190764,239.2369364,253.2526364,259.2056364,313.2737364,327.2894364,333.2424364,295.2631714,309.2788714,315.2318714
"TG(51:4) TG(16:1_17:1_18:2)",858.7545504,587.5033764,573.4877764,561.4877764,237.2213364,251.2369364,263.2369364,311.2581364,325.2737364,337.2737364,293.2475714,307.2631714,319.2631714
"TG(51:4) TG(15:0_16:0_20:4)",858.7545504,599.5033764,585.4877764,537.4877764,225.2213364,239.2369364,287.2369364,299.2581364,313.2737364,361.2737364,281.2475714,295.2631714,343.2631714
"TG(51:4) TG(15:0_18:0_18:4)",858.7545504,599.5033764,557.4564764,565.5190764,225.2213364,267.2682364,259.2056364,299.2581364,341.3050364,333.2424364,281.2475714,323.2944714,315.2318714
"TG(51:4) TG(15:0_18:2_18:2)",858.7545504,599.5033764,561.4877764,561.4877764,225.2213364,263.2369364,263.2369364,299.2581364,337.2737364,337.2737364,281.2475714,319.2631714,319.2631714
"TG(51:4) TG(15:1_16:1_20:2)",858.7545504,601.5190764,587.5033764,533.4564764,223.2056364,237.2213364,291.2682364,297.2424364,311.2581364,365.3050364,279.2318714,293.2475714,347.2944714
"TG(51:4) TG(15:1_16:0_20:3)",858.7545504,601.5190764,585.4877764,535.4720764,223.2056364,239.2369364,289.2526364,297.2424364,313.2737364,363.2894364,279.2318714,295.2631714,345.2788714
"TG(51:4) TG(15:1_18:0_18:3)",858.7545504,601.5190764,557.4564764,563.5033764,223.2056364,267.2682364,261.2213364,297.2424364,341.3050364,335.2581364,279.2318714,323.2944714,317.2475714
"TG(51:4) TG(15:1_18:1_18:2)",858.7545504,601.5190764,559.4720764,561.4877764,223.2056364,265.2526364,263.2369364,297.2424364,339.2894364,337.2737364,279.2318714,321.2788714,319.2631714
"TG(51:4) TG(14:0_15:1_22:3)",858.7545504,613.5190764,601.5190764,507.4407764,211.2056364,223.2056364,317.2839364,285.2424364,297.2424364,391.3207364,267.2318714,279.2318714,373.3101714
"TG(51:4) TG(14:0_15:0_22:4)",858.7545504,613.5190764,599.5033764,509.4564764,211.2056364,225.2213364,315.2682364,285.2424364,299.2581364,389.3050364,267.2318714,281.2475714,371.2944714
"TG(51:4) TG(14:1_15:1_22:2)",858.7545504,615.5346764,601.5190764,505.4251764,209.1900364,223.2056364,319.2995364,283.2268364,297.2424364,393.3363364,265.2162714,279.2318714,375.3257714
"TG(51:4) TG(14:0_17:2_20:2)",858.7545504,613.5190764,575.5033764,533.4564764,211.2056364,249.2213364,291.2682364,285.2424364,323.2581364,365.3050364,267.2318714,305.2475714,347.2944714
"TG(51:4) TG(14:0_17:1_20:3)",858.7545504,613.5190764,573.4877764,535.4720764,211.2056364,251.2369364,289.2526364,285.2424364,325.2737364,363.2894364,267.2318714,307.2631714,345.2788714
"TG(51:4) TG(14:0_17:0_20:4)",858.7545504,613.5190764,571.4720764,537.4877764,211.2056364,253.2526364,287.2369364,285.2424364,327.2894364,361.2737364,267.2318714,309.2788714,343.2631714
"TG(51:4) TG(14:0_18:4_19:0)",858.7545504,613.5190764,565.5190764,543.4407764,211.2056364,259.2056364,281.2839364,285.2424364,333.2424364,355.3207364,267.2318714,315.2318714,337.3101714
"TG(51:4) TG(14:1_17:1_20:2)",858.7545504,615.5346764,573.4877764,533.4564764,209.1900364,251.2369364,291.2682364,283.2268364,325.2737364,365.3050364,265.2162714,307.2631714,347.2944714
"TG(51:4) TG(13:0_16:0_22:4)",858.7545504,627.5346764,585.4877764,509.4564764,197.1900364,239.2369364,315.2682364,271.2268364,313.2737364,389.3050364,253.2162714,295.2631714,371.2944714
"TG(51:4) TG(13:0_18:4_20:0)",858.7545504,627.5346764,565.5190764,529.4251764,197.1900364,259.2056364,295.2995364,271.2268364,333.2424364,369.3363364,253.2162714,315.2318714,351.3257714
"TG(51:4) TG(13:0_18:2_20:2)",858.7545504,627.5346764,561.4877764,533.4564764,197.1900364,263.2369364,291.2682364,271.2268364,337.2737364,365.3050364,253.2162714,319.2631714,347.2944714
"TG(51:4) TG(13:0_18:0_20:4)",858.7545504,627.5346764,557.4564764,537.4877764,197.1900364,267.2682364,287.2369364,271.2268364,341.3050364,361.2737364,253.2162714,323.2944714,343.2631714
"TG(51:4) TG(12:0_17:2_22:2)",858.7545504,641.5503764,575.5033764,505.4251764,183.1743364,249.2213364,319.2995364,257.2111364,323.2581364,393.3363364,239.2005714,305.2475714,375.3257714
"TG(51:4) TG(12:0_17:1_22:3)",858.7545504,641.5503764,573.4877764,507.4407764,183.1743364,251.2369364,317.2839364,257.2111364,325.2737364,391.3207364,239.2005714,307.2631714,373.3101714
"TG(51:4) TG(12:0_17:0_22:4)",858.7545504,641.5503764,571.4720764,509.4564764,183.1743364,253.2526364,315.2682364,257.2111364,327.2894364,389.3050364,239.2005714,309.2788714,371.2944714
"TG(51:4) TG(12:0_18:4_21:0)",858.7545504,641.5503764,565.5190764,515.4094764,183.1743364,259.2056364,309.3152364,257.2111364,333.2424364,383.3520364,239.2005714,315.2318714,365.3414714
"TG(51:4) TG(12:0_19:0_20:4)",858.7545504,641.5503764,543.4407764,537.4877764,183.1743364,281.2839364,287.2369364,257.2111364,355.3207364,361.2737364,239.2005714,337.3101714,343.2631714
"TG(51:4) TG(10:0_18:4_23:0)",858.7545504,669.5816764,565.5190764,487.3781764,155.1430364,259.2056364,337.3465364,229.1798364,333.2424364,411.3833364,211.1692714,315.2318714,393.3727714
"TG(51:4) TG(10:0_19:0_22:4)",858.7545504,669.5816764,543.4407764,509.4564764,155.1430364,281.2839364,315.2682364,229.1798364,355.3207364,389.3050364,211.1692714,337.3101714,371.2944714
"TG(51:4) TG(10:0_20:4_21:0)",858.7545504,669.5816764,537.4877764,515.4094764,155.1430364,287.2369364,309.3152364,229.1798364,361.2737364,383.3520364,211.1692714,343.2631714,365.3414714
"TG(51:4) TG(18:4_25:0_8:0)",858.7545504,565.5190764,459.3468764,697.6129764,259.2056364,365.3778364,127.1117364,333.2424364,439.4146364,201.1485364,315.2318714,421.4040714,183.1379714
"TG(51:4) TG(20:4_23:0_8:0)",858.7545504,537.4877764,487.3781764,697.6129764,287.2369364,337.3465364,127.1117364,361.2737364,411.3833364,201.1485364,343.2631714,393.3727714,183.1379714
"TG(51:4) TG(21:0_22:4_8:0)",858.7545504,515.4094764,509.4564764,697.6129764,309.3152364,315.2682364,127.1117364,383.3520364,389.3050364,201.1485364,365.3414714,371.2944714,183.1379714
"TG(51:4) TG(17:0_17:2_17:2)",858.7546504,571.4721764,575.5034764,575.5034764,253.2526364,249.2213364,249.2213364,327.2894364,323.2581364,323.2581364,309.2788714,305.2475714,305.2475714
"TG(51:4) TG(16:1_17:2_18:1)",858.7546504,587.5034764,575.5034764,559.4721764,237.2213364,249.2213364,265.2526364,311.2581364,323.2581364,339.2894364,293.2475714,305.2475714,321.2788714
"TG(51:4) TG(16:1_17:0_18:3)",858.7546504,587.5034764,571.4721764,563.5034764,237.2213364,253.2526364,261.2213364,311.2581364,327.2894364,335.2581364,293.2475714,309.2788714,317.2475714
"TG(51:4) TG(15:0_16:1_20:3)",858.7546504,599.5034764,587.5034764,535.4721764,225.2213364,237.2213364,289.2526364,299.2581364,311.2581364,363.2894364,281.2475714,293.2475714,345.2788714
"TG(51:4) TG(15:0_18:1_18:3)",858.7546504,599.5034764,559.4721764,563.5034764,225.2213364,265.2526364,261.2213364,299.2581364,339.2894364,335.2581364,281.2475714,321.2788714,317.2475714
"TG(51:4) TG(14:1_15:0_22:3)",858.7546504,615.5347764,599.5034764,507.4408764,209.1900364,225.2213364,317.2839364,283.2268364,299.2581364,391.3207364,265.2162714,281.2475714,373.3101714
"TG(51:4) TG(14:1_17:2_20:1)",858.7546504,615.5347764,575.5034764,531.4408764,209.1900364,249.2213364,293.2839364,283.2268364,323.2581364,367.3207364,265.2162714,305.2475714,349.3101714
"TG(51:4) TG(14:1_17:0_20:3)",858.7546504,615.5347764,571.4721764,535.4721764,209.1900364,253.2526364,289.2526364,283.2268364,327.2894364,363.2894364,265.2162714,309.2788714,345.2788714
"TG(51:4) TG(14:1_18:3_19:0)",858.7546504,615.5347764,563.5034764,543.4408764,209.1900364,261.2213364,281.2839364,283.2268364,335.2581364,355.3207364,265.2162714,317.2475714,337.3101714
"TG(51:4) TG(13:0_16:1_22:3)",858.7546504,627.5347764,587.5034764,507.4408764,197.1900364,237.2213364,317.2839364,271.2268364,311.2581364,391.3207364,253.2162714,293.2475714,373.3101714
"TG(51:4) TG(13:0_18:3_20:1)",858.7546504,627.5347764,563.5034764,531.4408764,197.1900364,261.2213364,293.2839364,271.2268364,335.2581364,367.3207364,253.2162714,317.2475714,349.3101714
"TG(51:4) TG(13:0_18:1_20:3)",858.7546504,627.5347764,559.4721764,535.4721764,197.1900364,265.2526364,289.2526364,271.2268364,339.2894364,363.2894364,253.2162714,321.2788714,345.2788714
"TG(52:10) TG(12:0_18:4_22:6)",860.6762504,643.4720764,567.4407764,515.4094764,183.1743364,259.2056364,311.2369364,257.2111364,333.2424364,385.2737364,239.2005714,315.2318714,367.2631714
"TG(52:10) TG(10:0_20:4_22:6)",860.6762504,671.5033764,539.4094764,515.4094764,155.1430364,287.2369364,311.2369364,229.1798364,361.2737364,385.2737364,211.1692714,343.2631714,367.2631714
"TG(52:10) TG(22:4_22:6_8:0)",860.6762504,511.3781764,515.4094764,699.5346764,315.2682364,311.2369364,127.1117364,389.3050364,385.2737364,201.1485364,371.2944714,367.2631714,183.1379714
"TG(52:10) TG(14:1_18:4_20:5)",860.6763504,617.4564764,567.4408764,541.4251764,209.1900364,259.2056364,285.2213364,283.2268364,333.2424364,359.2581364,265.2162714,315.2318714,341.2475714
"TG(52:10) TG(12:0_20:5_20:5)",860.6763504,643.4721764,541.4251764,541.4251764,183.1743364,285.2213364,285.2213364,257.2111364,359.2581364,359.2581364,239.2005714,341.2475714,341.2475714
"TG(52:10) TG(10:0_20:5_22:5)",860.6763504,671.5034764,541.4251764,513.3938764,155.1430364,285.2213364,313.2526364,229.1798364,359.2581364,387.2894364,211.1692714,341.2475714,369.2788714
"TG(52:10) TG(22:5_22:5_8:0)",860.6763504,513.3938764,513.3938764,699.5347764,313.2526364,313.2526364,127.1117364,387.2894364,387.2894364,201.1485364,369.2788714,369.2788714,183.1379714
"TG(51:3) TG(17:1_17:1_17:1)",860.7701504,575.5033764,575.5033764,575.5033764,251.2369364,251.2369364,251.2369364,325.2737364,325.2737364,325.2737364,307.2631714,307.2631714,307.2631714
"TG(51:3) TG(16:0_17:1_18:2)",860.7701504,587.5033764,575.5033764,563.5033764,239.2369364,251.2369364,263.2369364,313.2737364,325.2737364,337.2737364,295.2631714,307.2631714,319.2631714
"TG(51:3) TG(15:1_16:0_20:2)",860.7701504,603.5346764,587.5033764,535.4720764,223.2056364,239.2369364,291.2682364,297.2424364,313.2737364,365.3050364,279.2318714,295.2631714,347.2944714
"TG(51:3) TG(15:1_18:0_18:2)",860.7701504,603.5346764,559.4720764,563.5033764,223.2056364,267.2682364,263.2369364,297.2424364,341.3050364,337.2737364,279.2318714,323.2944714,319.2631714
"TG(51:3) TG(14:0_15:1_22:2)",860.7701504,615.5346764,603.5346764,507.4407764,211.2056364,223.2056364,319.2995364,285.2424364,297.2424364,393.3363364,267.2318714,279.2318714,375.3257714
"TG(51:3) TG(14:0_17:1_20:2)",860.7701504,615.5346764,575.5033764,535.4720764,211.2056364,251.2369364,291.2682364,285.2424364,325.2737364,365.3050364,267.2318714,307.2631714,347.2944714
"TG(51:3) TG(12:0_17:1_22:2)",860.7701504,643.5659764,575.5033764,507.4407764,183.1743364,251.2369364,319.2995364,257.2111364,325.2737364,393.3363364,239.2005714,307.2631714,375.3257714
"TG(51:3) TG(17:0_17:1_17:2)",860.7702504,573.4877764,575.5034764,577.5190764,253.2526364,251.2369364,249.2213364,327.2894364,325.2737364,323.2581364,309.2788714,307.2631714,305.2475714
"TG(51:3) TG(16:0_17:2_18:1)",860.7702504,587.5034764,577.5190764,561.4877764,239.2369364,249.2213364,265.2526364,313.2737364,323.2581364,339.2894364,295.2631714,305.2475714,321.2788714
"TG(51:3) TG(16:0_17:0_18:3)",860.7702504,587.5034764,573.4877764,565.5190764,239.2369364,253.2526364,261.2213364,313.2737364,327.2894364,335.2581364,295.2631714,309.2788714,317.2475714
"TG(51:3) TG(16:1_17:2_18:0)",860.7702504,589.5190764,577.5190764,559.4721764,237.2213364,249.2213364,267.2682364,311.2581364,323.2581364,341.3050364,293.2475714,305.2475714,323.2944714
"TG(51:3) TG(16:1_17:1_18:1)",860.7702504,589.5190764,575.5034764,561.4877764,237.2213364,251.2369364,265.2526364,311.2581364,325.2737364,339.2894364,293.2475714,307.2631714,321.2788714
"TG(51:3) TG(16:1_17:0_18:2)",860.7702504,589.5190764,573.4877764,563.5034764,237.2213364,253.2526364,263.2369364,311.2581364,327.2894364,337.2737364,293.2475714,309.2788714,319.2631714
"TG(51:3) TG(15:0_16:1_20:2)",860.7702504,601.5190764,589.5190764,535.4721764,225.2213364,237.2213364,291.2682364,299.2581364,311.2581364,365.3050364,281.2475714,293.2475714,347.2944714
"TG(51:3) TG(15:0_16:0_20:3)",860.7702504,601.5190764,587.5034764,537.4877764,225.2213364,239.2369364,289.2526364,299.2581364,313.2737364,363.2894364,281.2475714,295.2631714,345.2788714
"TG(51:3) TG(15:0_18:0_18:3)",860.7702504,601.5190764,559.4721764,565.5190764,225.2213364,267.2682364,261.2213364,299.2581364,341.3050364,335.2581364,281.2475714,323.2944714,317.2475714
"TG(51:3) TG(15:0_18:1_18:2)",860.7702504,601.5190764,561.4877764,563.5034764,225.2213364,265.2526364,263.2369364,299.2581364,339.2894364,337.2737364,281.2475714,321.2788714,319.2631714
"TG(51:3) TG(15:1_16:1_20:1)",860.7702504,603.5347764,589.5190764,533.4564764,223.2056364,237.2213364,293.2839364,297.2424364,311.2581364,367.3207364,279.2318714,293.2475714,349.3101714
"TG(51:3) TG(15:1_17:2_19:0)",860.7702504,603.5347764,577.5190764,545.4564764,223.2056364,249.2213364,281.2839364,297.2424364,323.2581364,355.3207364,279.2318714,305.2475714,337.3101714
"TG(51:3) TG(15:1_18:1_18:1)",860.7702504,603.5347764,561.4877764,561.4877764,223.2056364,265.2526364,265.2526364,297.2424364,339.2894364,339.2894364,279.2318714,321.2788714,321.2788714
"TG(51:3) TG(14:0_15:0_22:3)",860.7702504,615.5347764,601.5190764,509.4564764,211.2056364,225.2213364,317.2839364,285.2424364,299.2581364,391.3207364,267.2318714,281.2475714,373.3101714
"TG(51:3) TG(14:1_15:1_22:1)",860.7702504,617.5503764,603.5347764,505.4251764,209.1900364,223.2056364,321.3152364,283.2268364,297.2424364,395.3520364,265.2162714,279.2318714,377.3414714
"TG(51:3) TG(14:1_15:0_22:2)",860.7702504,617.5503764,601.5190764,507.4408764,209.1900364,225.2213364,319.2995364,283.2268364,299.2581364,393.3363364,265.2162714,281.2475714,375.3257714
"TG(51:3) TG(14:0_17:2_20:1)",860.7702504,615.5347764,577.5190764,533.4564764,211.2056364,249.2213364,293.2839364,285.2424364,323.2581364,367.3207364,267.2318714,305.2475714,349.3101714
"TG(51:3) TG(14:0_17:0_20:3)",860.7702504,615.5347764,573.4877764,537.4877764,211.2056364,253.2526364,289.2526364,285.2424364,327.2894364,363.2894364,267.2318714,309.2788714,345.2788714
"TG(51:3) TG(14:0_18:3_19:0)",860.7702504,615.5347764,565.5190764,545.4564764,211.2056364,261.2213364,281.2839364,285.2424364,335.2581364,355.3207364,267.2318714,317.2475714,337.3101714
"TG(51:3) TG(14:1_17:2_20:0)",860.7702504,617.5503764,577.5190764,531.4408764,209.1900364,249.2213364,295.2995364,283.2268364,323.2581364,369.3363364,265.2162714,305.2475714,351.3257714
"TG(51:3) TG(14:1_17:1_20:1)",860.7702504,617.5503764,575.5034764,533.4564764,209.1900364,251.2369364,293.2839364,283.2268364,325.2737364,367.3207364,265.2162714,307.2631714,349.3101714
