GM3,[M+H]+,[M-H2O+H]+,[M-C11H17NO8+H]+,[M-C11H15NO7+H]+,[M-C17H27NO13+H]+,[M-C17H25NO12+H]+,[M-C23H37NO18+H]+,[M-C23H35NO17+H]+,[C11H17NO8+H]+,[Sph+H]+,[Sph-H2O+H]+
GM3(d24:1/27:1),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,366.373,348.3625
GM3(d25:0/26:2),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,382.4044,364.3938
GM3(d25:1/26:1),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,380.3887,362.3781
GM3(d26:1/25:1),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,394.4044,376.3938
GM3(d27:0/24:2),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,410.4356,392.4251
GM3(d27:1/24:1),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,408.42,390.4094
GM3(d28:1/23:1),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,422.4356,404.4251
GM3(d29:0/22:2),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,438.4669,420.4564
GM3(d29:1/22:1),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,436.4513,418.4407
GM3(d30:1/21:1),1389.971,1371.961,1098.876,1080.865,936.8231,918.8125,774.7702,756.7596,292.1027,450.4669,432.4564
GM3(d15:1/36:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,240.2322,222.2216
GM3(d17:1/34:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,268.2635,250.2529
GM3(d19:1/32:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,296.2948,278.2842
GM3(d21:1/30:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,324.3261,306.3155
GM3(d23:1/28:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,352.3574,334.3468
GM3(d25:1/26:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,380.3887,362.3781
GM3(d27:1/24:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,408.42,390.4094
GM3(d29:1/22:2),1387.955,1369.945,1096.86,1078.849,934.8071,916.7964,772.7542,754.7437,292.1027,436.4513,418.4407
GM3(d14:0/38:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,228.2322,210.2216
GM3(d16:0/36:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,256.2635,238.2529
GM3(d17:0/35:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,270.2791,252.2686
GM3(d18:0/34:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,284.2948,266.2842
GM3(d19:0/33:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,298.3105,280.2999
GM3(d20:0/32:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,312.3261,294.3155
GM3(d21:0/31:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,326.3417,308.3312
GM3(d22:0/30:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,340.3574,322.3468
GM3(d23:0/29:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,354.373,336.3625
GM3(d24:0/28:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,368.3887,350.3781
GM3(d25:0/27:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,382.4044,364.3938
GM3(d26:0/26:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,396.42,378.4094
GM3(d27:0/25:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,410.4356,392.4251
GM3(d28:0/24:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,424.4513,406.4407
GM3(d29:0/23:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,438.4669,420.4564
GM3(d30:0/22:0),1408.017,1390.007,1116.922,1098.911,954.869,936.8585,792.8162,774.8057,292.1027,452.4826,434.472
GM3(d14:0/38:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,228.2322,210.2216
GM3(d14:1/38:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,226.2166,208.206
GM3(d16:0/36:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,256.2635,238.2529
GM3(d16:1/36:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,254.2478,236.2373
GM3(d17:0/35:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,270.2791,252.2686
GM3(d17:1/35:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,268.2635,250.2529
GM3(d18:0/34:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,284.2948,266.2842
GM3(d18:1/34:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,282.2791,264.2686
GM3(d19:0/33:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,298.3105,280.2999
GM3(d19:1/33:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,296.2948,278.2842
GM3(d20:0/32:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,312.3261,294.3155
GM3(d20:1/32:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,310.3105,292.2999
GM3(d21:0/31:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,326.3417,308.3312
GM3(d21:1/31:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,324.3261,306.3155
GM3(d22:0/30:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,340.3574,322.3468
GM3(d22:1/30:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,338.3417,320.3312
GM3(d23:0/29:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,354.373,336.3625
GM3(d23:1/29:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,352.3574,334.3468
GM3(d24:0/28:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,368.3887,350.3781
GM3(d24:1/28:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,366.373,348.3625
GM3(d25:0/27:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,382.4044,364.3938
GM3(d25:1/27:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,380.3887,362.3781
GM3(d26:0/26:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,396.42,378.4094
GM3(d26:1/26:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,394.4044,376.3938
GM3(d27:0/25:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,410.4356,392.4251
GM3(d27:1/25:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,408.42,390.4094
GM3(d28:0/24:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,424.4513,406.4407
GM3(d28:1/24:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,422.4356,404.4251
GM3(d29:0/23:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,438.4669,420.4564
GM3(d29:1/23:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,436.4513,418.4407
GM3(d30:0/22:1),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,452.4826,434.472
GM3(d30:1/22:0),1406.002,1387.992,1114.907,1096.896,952.8541,934.8434,790.8012,772.7906,292.1027,450.4669,432.4564
GM3(d14:0/38:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,228.2322,210.2216
GM3(d14:1/38:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,226.2166,208.206
GM3(d16:0/36:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,256.2635,238.2529
GM3(d16:1/36:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,254.2478,236.2373
GM3(d17:1/35:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,268.2635,250.2529
GM3(d18:0/34:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,284.2948,266.2842
GM3(d18:1/34:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,282.2791,264.2686
GM3(d19:1/33:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,296.2948,278.2842
GM3(d20:0/32:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,312.3261,294.3155
GM3(d20:1/32:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,310.3105,292.2999
GM3(d21:1/31:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,324.3261,306.3155
GM3(d22:0/30:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,340.3574,322.3468
GM3(d22:1/30:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,338.3417,320.3312
GM3(d23:1/29:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,352.3574,334.3468
GM3(d24:0/28:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,368.3887,350.3781
GM3(d24:1/28:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,366.373,348.3625
GM3(d25:1/27:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,380.3887,362.3781
GM3(d26:0/26:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,396.42,378.4094
GM3(d26:1/26:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,394.4044,376.3938
GM3(d27:1/25:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,408.42,390.4094
GM3(d28:0/24:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,424.4513,406.4407
GM3(d28:1/24:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,422.4356,404.4251
GM3(d29:1/23:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,436.4513,418.4407
GM3(d30:0/22:2),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,452.4826,434.472
GM3(d30:1/22:1),1403.986,1385.976,1112.891,1094.88,950.838,932.8275,788.7852,770.7747,292.1027,450.4669,432.4564
GM3(d14:1/38:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,226.2166,208.206
GM3(d16:1/36:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,254.2478,236.2373
GM3(d18:1/34:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,282.2791,264.2686
GM3(d20:1/32:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,310.3105,292.2999
GM3(d22:1/30:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,338.3417,320.3312
GM3(d24:1/28:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,366.373,348.3625
GM3(d26:1/26:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,394.4044,376.3938
GM3(d28:1/24:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,422.4356,404.4251
GM3(d30:1/22:2),1401.971,1383.961,1110.876,1092.865,948.8231,930.8125,786.7702,768.7596,292.1027,450.4669,432.4564
GM3(d15:0/38:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,242.2478,224.2373
GM3(d17:0/36:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,270.2791,252.2686
GM3(d18:0/35:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,284.2948,266.2842
GM3(d19:0/34:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,298.3105,280.2999
GM3(d20:0/33:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,312.3261,294.3155
GM3(d21:0/32:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,326.3417,308.3312
GM3(d22:0/31:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,340.3574,322.3468
GM3(d23:0/30:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,354.373,336.3625
GM3(d24:0/29:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,368.3887,350.3781
GM3(d25:0/28:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,382.4044,364.3938
GM3(d26:0/27:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,396.42,378.4094
GM3(d27:0/26:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,410.4356,392.4251
GM3(d28:0/25:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,424.4513,406.4407
GM3(d29:0/24:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,438.4669,420.4564
GM3(d30:0/23:0),1422.033,1404.023,1130.938,1112.927,968.885,950.8745,806.8322,788.8217,292.1027,452.4826,434.472
GM3(d15:0/38:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,242.2478,224.2373
GM3(d15:1/38:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,240.2322,222.2216
GM3(d17:0/36:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,270.2791,252.2686
GM3(d17:1/36:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,268.2635,250.2529
GM3(d18:0/35:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,284.2948,266.2842
GM3(d18:1/35:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,282.2791,264.2686
GM3(d19:0/34:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,298.3105,280.2999
GM3(d19:1/34:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,296.2948,278.2842
GM3(d20:0/33:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,312.3261,294.3155
GM3(d20:1/33:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,310.3105,292.2999
GM3(d21:0/32:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,326.3417,308.3312
GM3(d21:1/32:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,324.3261,306.3155
GM3(d22:0/31:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,340.3574,322.3468
GM3(d22:1/31:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,338.3417,320.3312
GM3(d23:0/30:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,354.373,336.3625
GM3(d23:1/30:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,352.3574,334.3468
GM3(d24:0/29:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,368.3887,350.3781
GM3(d24:1/29:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,366.373,348.3625
GM3(d25:0/28:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,382.4044,364.3938
GM3(d25:1/28:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,380.3887,362.3781
GM3(d26:0/27:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,396.42,378.4094
GM3(d26:1/27:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,394.4044,376.3938
GM3(d27:0/26:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,410.4356,392.4251
GM3(d27:1/26:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,408.42,390.4094
GM3(d28:0/25:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,424.4513,406.4407
GM3(d28:1/25:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,422.4356,404.4251
GM3(d29:0/24:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,438.4669,420.4564
GM3(d29:1/24:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,436.4513,418.4407
GM3(d30:0/23:1),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,452.4826,434.472
GM3(d30:1/23:0),1420.017,1402.007,1128.922,1110.911,966.869,948.8585,804.8162,786.8057,292.1027,450.4669,432.4564
GM3(d15:0/38:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,242.2478,224.2373
GM3(d15:1/38:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,240.2322,222.2216
GM3(d17:0/36:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,270.2791,252.2686
GM3(d17:1/36:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,268.2635,250.2529
GM3(d18:1/35:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,282.2791,264.2686
GM3(d19:0/34:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,298.3105,280.2999
GM3(d19:1/34:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,296.2948,278.2842
GM3(d20:1/33:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,310.3105,292.2999
GM3(d21:0/32:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,326.3417,308.3312
GM3(d21:1/32:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,324.3261,306.3155
GM3(d22:1/31:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,338.3417,320.3312
GM3(d23:0/30:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,354.373,336.3625
GM3(d23:1/30:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,352.3574,334.3468
GM3(d24:1/29:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,366.373,348.3625
GM3(d25:0/28:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,382.4044,364.3938
GM3(d25:1/28:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,380.3887,362.3781
GM3(d26:1/27:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,394.4044,376.3938
GM3(d27:0/26:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,410.4356,392.4251
GM3(d27:1/26:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,408.42,390.4094
GM3(d28:1/25:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,422.4356,404.4251
GM3(d29:0/24:2),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,438.4669,420.4564
GM3(d29:1/24:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,436.4513,418.4407
GM3(d30:1/23:1),1418.002,1399.992,1126.907,1108.896,964.8541,946.8434,802.8012,784.7906,292.1027,450.4669,432.4564
GM3(d15:1/38:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,240.2322,222.2216
GM3(d17:1/36:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,268.2635,250.2529
GM3(d19:1/34:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,296.2948,278.2842
GM3(d21:1/32:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,324.3261,306.3155
GM3(d23:1/30:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,352.3574,334.3468
GM3(d25:1/28:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,380.3887,362.3781
GM3(d27:1/26:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,408.42,390.4094
GM3(d29:1/24:2),1415.986,1397.976,1124.891,1106.88,962.838,944.8275,800.7852,782.7747,292.1027,436.4513,418.4407
GM3(d14:0/40:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,228.2322,210.2216
GM3(d16:0/38:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,256.2635,238.2529
GM3(d18:0/36:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,284.2948,266.2842
GM3(d19:0/35:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,298.3105,280.2999
GM3(d20:0/34:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,312.3261,294.3155
GM3(d21:0/33:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,326.3417,308.3312
GM3(d22:0/32:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,340.3574,322.3468
GM3(d23:0/31:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,354.373,336.3625
GM3(d24:0/30:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,368.3887,350.3781
GM3(d25:0/29:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,382.4044,364.3938
GM3(d26:0/28:0),1436.049,1418.039,1144.954,1126.943,982.9011,964.8904,820.8482,802.8376,292.1027,396.42,378.4094
